solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
30000,60000,173429,good_til_cancel,843,2.65,3,False,True,True,maximize_output,50,5,19,26,True,1,1,"[""native""]","[""native""]",3836.32,3727.26,paraswap,0.721,1.36,735,False,0.0,mobile,4,Surplus-First,374.03,10.03,0.46,complex_defi,multi_token,output,complex,medium,0.466,0.335,0.199,5,,,,,
5000,600000,576084,fill_or_kill,609,2.87,2,True,False,True,balanced,16,12,32,40,True,1,1,"[""volatile""]","[""native""]",19103.29,19062.48,paraswap,0.932,1.62,338,True,0.832,mobile,3,Reputation-Trust,,,,complex_defi,split_route,cost,simple,medium,,,,12,,,0.371,0.372,0.257
15000,60000,75702,immediate,696,2.41,3,True,True,True,minimize_gas,12,54,16,18,True,2,2,"[""stable"", ""stable""]","[""stable"", ""volatile""]",11257.94,11131.7,1inch,0.791,0.97,386,False,0.0,telegram,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,54,0.343,0.172,,,
15000,120000,30155,immediate,616,2.33,3,True,True,False,balanced,22,12,29,37,False,1,1,"[""native""]","[""native""]",77761.38,79315.5,paraswap,0.945,1.57,381,False,0.0,mobile,1,Reputation-Trust,,,,complex_defi,split_route,output,complex,high,,,,12,,,0.442,0.389,0.169
15000,120000,48991,immediate,594,2.07,3,False,True,False,minimize_gas,11,45,19,25,True,1,1,"[""volatile""]","[""native""]",15313.3,15220.83,coingecko,0.836,1.19,351,False,0.0,mobile,2,Gas-Optimized,,,,complex_defi,split_route,cost,simple,medium,,,,45,0.337,0.191,,,
15000,600000,58900,good_til_cancel,700,2.8,4,True,False,True,balanced,21,23,5,51,True,1,1,"[""stable""]","[""volatile""]",38619.65,37603.02,1inch,0.959,2.01,113,True,0.938,mobile,5,Reputation-Trust,,,,swap,cross_chain,output,moderate,low,,,,23,,,0.41,0.344,0.246
15000,120000,126748,immediate,646,2.03,2,False,True,True,fastest_execution,22,56,10,12,True,2,1,"[""volatile"", ""native""]","[""native""]",9857.29,9832.72,paraswap,0.917,1.79,228,True,0.907,web,4,Gas-Optimized,,,,complex_defi,aggregated_swap,balanced,simple,low,,,,56,0.309,0.241,,,
10000,600000,382491,fill_or_kill,825,2.4,2,False,False,True,balanced,18,14,31,37,True,2,1,"[""native"", ""volatile""]","[""volatile""]",58214.53,57935.67,1inch,0.969,1.47,344,True,0.773,web,0,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,14,,,0.375,0.355,0.27
30000,600000,595815,immediate,838,2.71,2,False,True,True,maximize_output,22,15,20,43,True,3,1,"[""stable"", ""native"", ""stable""]","[""native""]",69431.92,69649.38,coingecko,0.807,1.72,204,False,0.0,api,1,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,medium,,,,15,,,0.364,0.375,0.261
5000,300000,265916,immediate,710,2.44,2,False,False,True,balanced,56,14,19,11,False,1,1,"[""volatile""]","[""volatile""]",35178.72,34290.88,1inch,0.84,2.0,444,True,0.894,web,0,Surplus-First,251.51,0.73,0.71,complex_defi,aggregated_swap,balanced,complex,high,0.497,0.305,0.198,14,,,,,
60000,120000,151639,fill_or_kill,831,2.85,2,True,False,True,fastest_execution,22,22,15,41,False,1,1,"[""volatile""]","[""native""]",68048.39,67682.87,internal,0.978,1.29,657,False,0.0,web,0,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,high,,,,22,,,0.396,0.384,0.22
15000,600000,107151,good_til_cancel,699,2.27,4,False,False,True,maximize_output,25,17,6,52,True,1,1,"[""native""]","[""stable""]",45401.95,44091.86,1inch,0.828,1.52,354,False,0.0,api,5,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,medium,,,,17,,,0.431,0.331,0.238
15000,120000,18857,fill_or_kill,622,2.27,2,True,True,True,balanced,23,44,18,15,True,1,1,"[""native""]","[""stable""]",3204.26,3186.59,internal,0.77,0.99,243,False,0.0,telegram,0,Gas-Optimized,,,,swap,multi_hop_swap,balanced,simple,low,,,,44,0.335,0.173,,,
3000,60000,169378,immediate,625,2.17,2,False,False,True,minimize_gas,23,58,14,5,False,2,1,"[""volatile"", ""volatile""]","[""stable""]",3814.86,3756.07,1inch,0.783,0.85,173,False,0.0,api,1,Gas-Optimized,,,,complex_defi,split_route,cost,simple,medium,,,,58,0.317,0.228,,,
5000,30000,88830,immediate,550,2.43,3,False,False,True,fastest_execution,17,52,14,17,True,2,1,"[""native"", ""volatile""]","[""native""]",9352.55,9381.16,1inch,0.899,1.52,117,False,0.0,web,3,Gas-Optimized,,,,swap,simple_swap,balanced,moderate,low,,,,52,0.316,0.188,,,
3000,300000,36821,good_til_cancel,599,2.36,3,True,False,False,balanced,48,14,20,18,True,1,1,"[""stable""]","[""volatile""]",46977.95,47341.95,1inch,0.875,1.6,70,True,0.614,api,3,Surplus-First,533.58,1.13,1.56,complex_defi,aggregated_swap,output,moderate,medium,0.43,0.334,0.236,14,,,,,
3000,30000,288125,good_til_cancel,714,2.45,2,False,False,False,balanced,58,14,11,17,True,2,1,"[""native"", ""stable""]","[""stable""]",33265.97,33075.79,internal,0.82,1.32,574,True,0.721,web,2,Surplus-First,579.22,1.75,0.39,swap,cross_chain,balanced,complex,medium,0.42,0.395,0.185,14,,,,,
60000,60000,555042,fill_or_kill,866,3.0,2,True,True,True,balanced,20,18,10,52,True,1,1,"[""native""]","[""stable""]",56445.83,56701.26,1inch,0.835,1.66,652,False,0.0,telegram,5,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,high,,,,18,,,0.375,0.399,0.226
30000,60000,135689,good_til_cancel,654,2.55,4,True,False,True,maximize_output,24,12,29,35,True,3,1,"[""native"", ""native"", ""stable""]","[""native""]",30740.88,30394.52,paraswap,0.951,2.19,354,False,0.0,telegram,4,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,12,,,0.374,0.381,0.245
30000,120000,210283,good_til_cancel,558,2.98,4,True,False,True,maximize_output,42,7,14,37,True,1,2,"[""native""]","[""native"", ""volatile""]",3395.84,3360.17,paraswap,0.741,2.34,182,False,0.0,web,0,Surplus-First,464.2,13.81,0.5,complex_defi,multi_token,output,complex,medium,0.406,0.346,0.248,7,,,,,
15000,60000,19632,good_til_cancel,680,2.36,3,True,False,True,minimize_gas,52,5,18,25,True,1,1,"[""native""]","[""native""]",36629.54,36484.34,1inch,0.821,1.86,486,False,0.0,api,3,Surplus-First,946.51,2.59,0.83,complex_defi,aggregated_swap,speed,moderate,medium,0.471,0.352,0.177,5,,,,,
10000,30000,132590,good_til_cancel,817,2.88,4,False,True,True,minimize_gas,54,9,20,17,True,1,1,"[""stable""]","[""native""]",5311.0,5387.28,1inch,0.813,1.56,603,False,0.0,mobile,3,Surplus-First,185.45,3.44,1.05,swap,multi_hop_swap,speed,complex,high,0.495,0.386,0.119,9,,,,,
60000,300000,271716,good_til_cancel,839,2.94,3,True,False,False,balanced,20,22,21,37,True,1,1,"[""native""]","[""volatile""]",12307.4,12145.49,internal,0.866,1.31,556,True,0.897,web,1,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,high,,,,22,,,0.417,0.391,0.192
30000,300000,61023,immediate,885,2.79,2,False,False,True,maximize_output,54,12,14,20,True,2,1,"[""volatile"", ""native""]","[""stable""]",36434.9,36390.6,1inch,0.809,2.47,745,True,0.924,web,2,Surplus-First,339.13,0.93,1.04,swap,simple_swap,output,complex,medium,0.415,0.372,0.213,12,,,,,
10000,60000,10458,good_til_cancel,547,2.14,3,True,True,True,balanced,22,54,19,5,True,1,1,"[""native""]","[""stable""]",13819.06,13878.11,1inch,0.851,1.1,486,True,0.82,telegram,4,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,low,,,,54,0.307,0.266,,,
15000,300000,503286,good_til_cancel,862,2.36,4,True,True,False,maximize_output,23,25,2,50,True,2,2,"[""native"", ""stable""]","[""stable"", ""native""]",73143.1,72517.07,1inch,0.803,2.11,79,True,0.798,web,1,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,high,,,,25,,,0.44,0.389,0.171
5000,120000,41551,immediate,539,2.17,3,True,False,False,minimize_gas,10,52,12,26,True,1,1,"[""volatile""]","[""volatile""]",8184.96,8056.58,internal,0.916,1.18,242,False,0.0,web,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,52,0.293,0.25,,,
30000,300000,292574,good_til_cancel,933,2.88,2,False,False,False,maximize_output,58,9,13,20,True,2,1,"[""stable"", ""stable""]","[""volatile""]",48633.64,48859.96,internal,0.913,2.32,420,True,0.723,web,2,Surplus-First,503.05,1.03,1.98,swap,cross_chain,output,moderate,high,0.493,0.324,0.183,9,,,,,
10000,60000,56885,fill_or_kill,548,2.33,2,False,False,False,minimize_gas,22,52,11,15,False,2,1,"[""volatile"", ""volatile""]","[""stable""]",2288.56,2298.36,1inch,0.911,1.65,73,False,0.0,telegram,0,Gas-Optimized,,,,complex_defi,split_route,cost,complex,low,,,,52,0.276,0.29,,,
5000,600000,372220,good_til_cancel,883,2.63,4,True,False,False,balanced,18,18,10,54,True,1,1,"[""native""]","[""stable""]",2220.82,2163.4,1inch,0.893,1.46,740,True,0.748,api,0,Reputation-Trust,,,,swap,simple_swap,output,complex,medium,,,,18,,,0.421,0.387,0.192
15000,60000,119932,immediate,685,2.44,2,True,False,True,minimize_gas,10,52,19,19,False,1,1,"[""stable""]","[""volatile""]",2038.95,2016.57,coingecko,0.847,1.09,240,False,0.0,mobile,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,52,0.328,0.185,,,
3000,60000,43785,good_til_cancel,579,2.49,3,False,False,False,fastest_execution,12,51,20,17,True,1,1,"[""volatile""]","[""volatile""]",13582.07,13384.12,internal,0.853,1.25,316,False,0.0,api,0,Gas-Optimized,,,,complex_defi,split_route,balanced,simple,medium,,,,51,0.273,0.266,,,
10000,120000,86278,fill_or_kill,653,2.22,2,True,False,True,minimize_gas,19,47,20,14,True,1,1,"[""stable""]","[""native""]",14628.78,14531.31,paraswap,0.933,1.26,89,False,0.0,mobile,0,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,47,0.337,0.179,,,
3000,30000,245614,good_til_cancel,543,2.52,3,True,False,False,maximize_output,45,10,19,26,True,1,1,"[""native""]","[""stable""]",15749.08,15851.58,internal,0.784,1.27,117,True,0.601,api,0,Surplus-First,361.3,2.28,1.3,complex_defi,split_route,output,complex,low,0.448,0.341,0.211,10,,,,,
15000,60000,49855,good_til_cancel,893,2.61,4,False,False,True,minimize_gas,54,12,13,21,True,1,1,"[""volatile""]","[""volatile""]",19313.6,19479.86,paraswap,0.931,2.07,134,False,0.0,mobile,3,Surplus-First,51.35,0.26,0.82,swap,cross_chain,output,complex,high,0.436,0.327,0.237,12,,,,,
15000,120000,112216,good_til_cancel,625,2.33,3,True,True,False,minimize_gas,20,44,14,22,True,1,2,"[""volatile""]","[""stable"", ""volatile""]",976.3,983.02,paraswap,0.92,1.39,489,True,0.641,web,2,Gas-Optimized,,,,complex_defi,split_route,cost,moderate,medium,,,,44,0.341,0.163,,,
5000,60000,87289,immediate,599,2.5,2,False,False,False,minimize_gas,25,56,12,7,True,1,2,"[""native""]","[""stable"", ""native""]",2539.36,2564.26,coingecko,0.821,1.34,544,False,0.0,web,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,56,0.258,0.298,,,
30000,30000,46903,fill_or_kill,539,2.94,4,True,True,True,maximize_output,46,8,18,28,True,2,1,"[""volatile"", ""stable""]","[""volatile""]",5722.95,5734.0,paraswap,0.896,2.05,268,True,0.658,mobile,4,Surplus-First,855.49,14.92,1.83,complex_defi,split_route,output,complex,medium,0.455,0.4,0.145,8,,,,,
10000,600000,572029,good_til_cancel,628,2.49,4,False,False,True,minimize_gas,21,16,23,40,False,1,1,"[""volatile""]","[""volatile""]",26835.59,26787.29,internal,0.851,1.71,380,False,0.0,mobile,3,Reputation-Trust,,,,swap,simple_swap,balanced,complex,medium,,,,16,,,0.421,0.318,0.261
5000,120000,154056,good_til_cancel,626,2.06,3,True,False,True,minimize_gas,20,56,15,9,True,2,1,"[""native"", ""native""]","[""volatile""]",11425.53,11472.26,internal,0.924,1.11,172,True,0.893,api,0,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,56,0.33,0.251,,,
5000,60000,175423,good_til_cancel,693,2.81,4,True,True,False,balanced,24,20,2,54,True,1,1,"[""volatile""]","[""volatile""]",89625.76,89168.9,coingecko,0.824,2.27,100,True,0.816,telegram,4,Reputation-Trust,,,,limit_order,stop_loss,cost,moderate,medium,,,,20,,,0.379,0.391,0.23
10000,600000,100988,fill_or_kill,886,2.58,2,True,False,True,minimize_gas,30,24,-9,55,False,1,1,"[""native""]","[""volatile""]",93948.2,94606.64,paraswap,0.872,1.33,737,True,0.652,mobile,4,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,24,,,0.358,0.38,0.262
15000,60000,250051,immediate,655,2.01,3,False,False,False,maximize_output,53,15,19,13,True,1,1,"[""stable""]","[""stable""]",9293.04,9199.29,paraswap,0.785,2.04,301,True,0.714,api,3,Surplus-First,437.29,4.75,0.35,complex_defi,multi_token,output,moderate,high,0.473,0.394,0.133,15,,,,,
10000,300000,355748,good_til_cancel,862,2.55,2,False,True,False,maximize_output,18,19,20,43,True,2,1,"[""volatile"", ""stable""]","[""volatile""]",73581.25,72556.04,coingecko,0.816,1.79,102,True,0.86,web,3,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,high,,,,19,,,0.441,0.343,0.216
15000,60000,36363,good_til_cancel,667,2.21,3,False,False,False,balanced,53,9,11,27,True,1,2,"[""stable""]","[""native"", ""volatile""]",3896.61,3966.22,coingecko,0.919,2.42,254,True,0.817,mobile,1,Surplus-First,460.46,11.61,1.94,complex_defi,aggregated_swap,output,complex,medium,0.472,0.378,0.15,9,,,,,
5000,60000,47766,immediate,572,2.49,2,False,True,True,balanced,44,5,12,39,False,2,1,"[""volatile"", ""native""]","[""volatile""]",3665.9,3705.76,coingecko,0.844,2.2,162,True,0.882,telegram,2,Surplus-First,198.91,5.37,1.72,swap,cross_chain,balanced,moderate,medium,0.479,0.376,0.145,5,,,,,
3000,120000,136419,good_til_cancel,821,2.1,4,False,True,True,maximize_output,50,15,12,23,False,1,1,"[""native""]","[""native""]",35944.23,36561.76,coingecko,0.785,1.07,254,True,0.71,api,4,Surplus-First,339.58,0.93,1.77,complex_defi,multi_token,output,complex,medium,0.405,0.366,0.229,15,,,,,
10000,60000,160095,immediate,529,2.12,2,False,False,True,minimize_gas,19,40,14,27,False,1,1,"[""volatile""]","[""native""]",3372.01,3386.37,paraswap,0.881,1.28,426,True,0.752,telegram,0,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,40,0.317,0.248,,,
10000,120000,30675,good_til_cancel,641,2.07,3,False,True,False,minimize_gas,19,48,10,23,True,1,1,"[""stable""]","[""native""]",541.29,540.44,coingecko,0.796,1.59,150,True,0.813,web,1,Gas-Optimized,,,,complex_defi,split_route,cost,simple,low,,,,48,0.286,0.259,,,
10000,120000,39116,good_til_cancel,780,2.95,3,True,False,False,maximize_output,52,6,10,32,True,2,1,"[""volatile"", ""native""]","[""native""]",15278.06,15431.68,paraswap,0.962,1.91,417,True,0.891,mobile,3,Surplus-First,593.14,3.84,1.68,complex_defi,split_route,output,complex,medium,0.461,0.343,0.196,6,,,,,
60000,120000,215865,good_til_cancel,720,2.46,3,False,False,True,maximize_output,25,13,12,50,True,2,1,"[""stable"", ""native""]","[""native""]",81308.26,78958.3,paraswap,0.968,1.52,406,True,0.894,api,2,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,13,,,0.401,0.378,0.221
15000,300000,299838,immediate,688,2.08,2,False,False,False,maximize_output,46,13,10,31,True,1,1,"[""stable""]","[""stable""]",17511.06,17335.37,1inch,0.815,1.02,167,True,0.714,telegram,3,Surplus-First,273.18,1.58,1.69,swap,simple_swap,output,moderate,medium,0.484,0.317,0.199,13,,,,,
10000,300000,120285,good_til_cancel,703,2.27,2,True,False,False,maximize_output,22,15,27,36,True,3,1,"[""volatile"", ""stable"", ""native""]","[""stable""]",93147.63,94378.17,paraswap,0.949,1.21,344,False,0.0,web,0,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,15,,,0.385,0.374,0.241
10000,60000,102009,good_til_cancel,827,2.9,3,False,True,False,fastest_execution,45,7,17,31,False,1,1,"[""stable""]","[""stable""]",47724.72,47013.49,coingecko,0.776,1.54,291,True,0.834,telegram,2,Surplus-First,760.47,1.62,1.39,complex_defi,multi_token,speed,complex,high,0.494,0.337,0.169,7,,,,,
60000,60000,241123,good_til_cancel,879,2.24,4,False,True,True,maximize_output,16,21,15,48,False,1,2,"[""native""]","[""native"", ""native""]",1937.93,1901.5,1inch,0.892,1.71,499,True,0.689,telegram,0,Reputation-Trust,,,,swap,simple_swap,balanced,complex,high,,,,21,,,0.427,0.369,0.204
5000,120000,73580,immediate,511,2.05,2,False,True,False,fastest_execution,20,44,13,23,False,1,1,"[""stable""]","[""volatile""]",13402.23,13254.41,internal,0.985,0.9,415,False,0.0,telegram,3,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,44,0.315,0.21,,,
15000,120000,542433,good_til_cancel,805,2.89,2,True,False,False,balanced,30,10,11,49,True,1,1,"[""stable""]","[""native""]",26773.27,26480.89,1inch,0.846,1.95,64,True,0.916,telegram,2,Reputation-Trust,,,,swap,simple_swap,cost,moderate,medium,,,,10,,,0.385,0.357,0.258
10000,60000,135255,good_til_cancel,687,2.73,3,True,True,True,maximize_output,22,19,14,45,False,2,1,"[""volatile"", ""native""]","[""stable""]",42427.19,42689.73,paraswap,0.948,1.75,453,True,0.668,api,3,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,medium,,,,19,,,0.39,0.339,0.271
30000,120000,500073,good_til_cancel,613,2.38,4,True,True,True,balanced,30,19,13,38,True,1,1,"[""volatile""]","[""volatile""]",95350.37,95624.73,coingecko,0.898,2.18,163,True,0.945,mobile,1,Reputation-Trust,,,,complex_defi,split_route,cost,complex,medium,,,,19,,,0.446,0.346,0.208
3000,120000,264544,good_til_cancel,673,2.64,2,False,False,False,maximize_output,45,13,13,29,False,1,1,"[""volatile""]","[""volatile""]",1486.04,1495.12,internal,0.726,2.06,411,True,0.829,mobile,2,Surplus-First,364.83,24.4,0.57,swap,simple_swap,output,complex,medium,0.437,0.341,0.222,13,,,,,
10000,60000,522625,fill_or_kill,742,2.29,3,True,True,False,balanced,29,22,14,35,True,1,1,"[""volatile""]","[""volatile""]",17142.73,16827.02,coingecko,0.832,2.17,226,False,0.0,web,2,Reputation-Trust,,,,complex_defi,multi_token,cost,complex,high,,,,22,,,0.427,0.303,0.27
30000,30000,124770,good_til_cancel,921,2.75,4,True,False,False,maximize_output,60,11,16,13,True,1,1,"[""stable""]","[""native""]",5667.8,5600.55,paraswap,0.708,1.42,604,True,0.623,web,2,Surplus-First,615.59,10.99,1.26,complex_defi,aggregated_swap,output,complex,medium,0.456,0.379,0.165,11,,,,,
15000,300000,298295,good_til_cancel,845,2.36,2,True,False,False,balanced,19,21,10,50,True,1,2,"[""native""]","[""native"", ""stable""]",77119.66,76893.69,coingecko,0.86,1.97,705,False,0.0,mobile,1,Reputation-Trust,,,,limit_order,standard_limit,balanced,complex,medium,,,,21,,,0.416,0.338,0.246
3000,120000,169083,fill_or_kill,611,2.24,2,True,False,False,minimize_gas,20,53,10,17,True,1,1,"[""stable""]","[""volatile""]",16971.08,17058.02,coingecko,0.928,0.61,450,False,0.0,web,2,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,53,0.264,0.24,,,
15000,120000,46396,immediate,601,2.07,2,True,False,True,balanced,15,47,14,24,False,2,1,"[""stable"", ""volatile""]","[""native""]",9390.84,9220.71,1inch,0.97,1.71,40,True,0.831,web,3,Gas-Optimized,,,,complex_defi,aggregated_swap,balanced,moderate,low,,,,47,0.283,0.308,,,
30000,60000,244643,good_til_cancel,883,2.21,2,True,True,False,minimize_gas,16,11,20,53,True,2,1,"[""native"", ""native""]","[""native""]",30377.05,29964.52,1inch,0.971,1.43,366,False,0.0,api,0,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,high,,,,11,,,0.376,0.348,0.276
5000,600000,92949,fill_or_kill,824,2.29,2,False,True,False,minimize_gas,29,11,19,41,True,1,1,"[""native""]","[""volatile""]",27595.71,27831.88,1inch,0.956,1.97,685,False,0.0,mobile,5,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,medium,,,,11,,,0.444,0.366,0.19
10000,120000,425958,good_til_cancel,821,2.26,4,True,False,True,fastest_execution,25,24,8,43,False,1,2,"[""stable""]","[""native"", ""stable""]",87549.94,85642.42,coingecko,0.956,1.78,663,True,0.773,web,5,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,high,,,,24,,,0.385,0.366,0.249
30000,300000,281905,good_til_cancel,848,2.05,2,True,True,True,maximize_output,41,14,14,31,True,1,1,"[""volatile""]","[""volatile""]",35933.25,35559.38,coingecko,0.764,2.24,324,False,0.0,mobile,1,Surplus-First,66.28,0.19,0.61,complex_defi,split_route,output,moderate,high,0.491,0.362,0.147,14,,,,,
15000,30000,263845,immediate,824,2.23,2,False,True,True,balanced,60,7,14,19,True,2,1,"[""native"", ""stable""]","[""volatile""]",49272.78,49721.22,internal,0.979,1.83,92,True,0.884,api,5,Surplus-First,776.99,1.56,0.95,swap,simple_swap,output,complex,high,0.435,0.363,0.202,7,,,,,
30000,30000,229032,fill_or_kill,520,2.99,4,True,False,False,maximize_output,43,12,17,28,True,2,1,"[""stable"", ""native""]","[""native""]",18241.08,17911.89,coingecko,0.705,2.0,132,False,0.0,web,3,Surplus-First,464.31,2.59,1.09,complex_defi,aggregated_swap,output,complex,medium,0.463,0.386,0.151,12,,,,,
3000,30000,120617,good_til_cancel,589,2.12,3,True,False,True,balanced,24,56,19,1,False,1,1,"[""volatile""]","[""volatile""]",10415.63,10436.12,internal,0.875,0.58,181,False,0.0,web,2,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,medium,,,,56,0.336,0.211,,,
15000,120000,105073,immediate,660,2.36,3,True,False,True,maximize_output,29,10,7,54,True,1,1,"[""stable""]","[""volatile""]",18409.53,17877.69,1inch,0.938,1.94,105,False,0.0,web,1,Reputation-Trust,,,,swap,cross_chain,balanced,moderate,medium,,,,10,,,0.395,0.303,0.302
5000,120000,170095,fill_or_kill,520,2.19,2,False,False,False,minimize_gas,25,57,19,-1,True,1,1,"[""volatile""]","[""volatile""]",19923.54,20006.61,paraswap,0.906,0.84,163,True,0.748,api,0,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,57,0.263,0.29,,,
